"Y" "X1" "X2" "X3" "X4" "X5" "X6" "Lat" "Longi"
"275" 11.35040654 12 37 3 1 0 0.041547349 37.99468 -121.30528
"276" 11.34981813 10 42 3 1 0 0.006948848 37.96332 -121.330416
"277" 11.3736634 11 23 3 1 0 0.050412048 38.026448 -121.307808
"278" 12.10071213 18 26 3 0 0 0.007580499 37.995404 -121.358072
"279" 11.2708539 9 46 3 1 0 0.010360197 37.97748 -121.33212
"280" 12.09793049 22 10 4 1 0 0.000469393 38.017436 -121.357792
"281" 11.65268741 15 12 3 1 0 0.0089445 38.03758 -121.356344
"282" 11.66134547 11 58 2 0 0 0.032132456 37.976048 -121.308304
"283" 11.73606902 16 74 4 0 0 0.008013715 37.965528 -121.330112
"284" 11.76756768 17 22 4 0 1 0.004430039 38.02646 -121.356968
"285" 11.85651517 16 39 3 1 0 0.008482901 38.00166 -121.343264
"286" 11.83500896 17 45 3 1 0 0.025019246 38.01732 -121.331504
"287" 11.67419361 19 21 4 0 0 0.029534018 38.037756 -121.3344
"288" 11.38509209 10 54 2 0 0 0.067333536 37.976044 -121.270672
"289" 11.62625415 13 9 3 1 0 0.061062999 38.015868 -121.292424
"290" 11.42954386 12 38 3 0 0 0.013819309 38.019784 -121.344408
"291" 11.64395373 15 55 3 0 0 0.040070819 37.978732 -121.300832
"292" 11.68645852 13 5 3 0 0 0.090324092 38.022136 -121.263512
"293" 10.93310697 9 27 2 0 0 0.002381209 38.008292 -121.357384
"294" 12.1388639 15 15 3 0 0 0.005140318 37.997052 -121.345096
"295" 11.81303006 18 10 4 0 0 0.06480614 38.014644 -121.28796
"296" 11.79810441 17 69 3 0 0 0.023582341 37.958444 -121.310792
"297" 11.2835123 9 49 2 0 0 0.005662889 37.973316 -121.335568
"298" 11.68266824 14 57 2 1 0 0.03203417 37.976024 -121.3084
"299" 11.64395373 13 13 3 1 0 0.001828739 37.9868 -121.348672
"300" 11.53761808 15 47 3 1 0 0.018650492 38.003156 -121.33296
"301" 11.33857208 11 62 2 1 0 0.015542864 37.969616 -121.323608
"302" 11.51292546 13 11 3 1 0 0.067592011 38.018164 -121.286312
"303" 11.95761129 26 17 4 0 0 0.039861556 38.039768 -121.32412
"304" 12.64109656 26 7 3 0 0 0.014288977 37.984132 -121.360984
"305" 11.69524702 17 49 3 0 0 0.008206528 37.973208 -121.332808
"306" 11.96718074 15 52 3 0 0 0.032730345 37.97558 -121.307488
"307" 11.48760766 11 46 3 0 0 0.040100201 38.00422 -121.310432
"308" 11.38509209 10 44 3 1 0 0.011986604 37.978228 -121.330664
"309" 11.80559508 14 4 3 0 0 0.030088006 38.045992 -121.33692
"310" 11.16690782 8 49 2 0 0 0.012734681 37.972744 -121.327792
"311" 11.71993963 17 25 4 0 0 0.012468722 38.024368 -121.347584
"312" 12.23076526 24 69 3 0 0 0.032131111 37.966348 -121.30464
"313" 11.88448902 21 14 4 1 0 0.018249141 38.041504 -121.34788
"314" 11.7905572 22 19 4 1 0 0.009169489 38.03394 -121.354728
"315" 11.46163217 13 15 3 0 0 0.040977705 38.019172 -121.315144
"316" 11.6307085 13 58 2 1 0 0.039906147 37.976636 -121.300216
"317" 11.70766954 19 21 4 1 0 0.007967918 38.023872 -121.352208
"318" 11.65181746 16 23 3 0 0 0.038018506 38.0343 -121.324024
"319" 11.64395373 14 62 3 0 0 0.030774593 37.965432 -121.305744
"320" 11.77528973 14 38 3 0 0 0.021160128 38.0248 -121.338456
"321" 11.72803684 13 21 3 1 0 0.004889845 37.989844 -121.34264
"322" 11.38509209 10 48 3 1 0 0.013935631 37.978068 -121.32852
"323" 12.00762171 18 22 3 0 0 0.011006814 37.989196 -121.335856
"324" 12.18841771 16 19 3 1 0 0.014239317 37.989576 -121.332544
"325" 11.88448902 22 13 4 0 0 0.041155275 38.041332 -121.323328
"326" 11.38509209 12 36 3 1 0 0.040047472 38.025792 -121.31864
"327" 11.30220443 13 58 3 1 0 0.013121341 37.96158 -121.32316
"328" 11.81303006 14 16 3 0 0 0.00084688 37.979952 -121.343224
"329" 12.04355372 23 12 5 0 0 0.005823009 38.042468 -121.361528
"330" 11.81303006 15 50 3 0 0 0.026530435 37.974088 -121.313552
"331" 12.79385931 31 45 4 0 0 0.105499505 38.031596 -121.250864
"332" 11.71177632 20 11 3 0 0 0.003165634 38.037512 -121.362496
"333" 11.46163217 12 72 3 1 0 0.018235932 37.959176 -121.316784
"334" 11.35568669 11 78 2 0 0 0.031801629 37.970264 -121.306472
"335" 11.79810441 20 10 4 0 0 0.05468645 38.033184 -121.305784
"336" 11.40756495 14 5 3 1 0 0.061921742 37.996428 -121.28416
"337" 11.88448902 22 9 4 0 0 0.069539382 38.036312 -121.291088
"338" 11.31447453 13 20 3 0 0 0.052977069 38.025596 -121.304744
"339" 11.53272809 13 19 3 1 0 0.006727998 37.982384 -121.337856
"340" 11.48246626 14 23 3 0 0 0.008840455 38.024308 -121.35144
"341" 11.44035477 10 52 3 0 0 0.017781541 37.971588 -121.32196
"342" 11.4019939 14 30 3 0 0 0.047350701 38.0238 -121.31008
"343" 11.84222921 17.45 16 3 0 0 0.000972893 37.977916 -121.3444
"344" 11.39639165 12 66 2 1 0 0.038459516 37.969008 -121.29888
"345" 11.68687877 16 19 3 0 0 0.037653917 38.042372 -121.327464
"346" 11.37939407 14 38 3 1 0 0.015930628 38.020316 -121.342352
"347" 11.69524702 17 15 3 0 0 0.006450073 38.035816 -121.358344
"348" 11.79810441 16 17 3 1 0 0.017915314 38.040856 -121.347992
"349" 11.96400108 20 51 3 0 0 0.027568507 37.974336 -121.312536
"350" 11.34922937 10 48 3 0 0 0.04002609 37.986608 -121.303856
"351" 11.68687877 18 73 3 0 0 0.026212437 37.96074 -121.308848
"352" 11.40756495 8 50 2 0 0 0.043569521 37.98556 -121.299672
"353" 11.15625052 11 19 3 1 0 0.072342496 38.028004 -121.284952
"354" 12.04355372 22 32 3 0 0 0.021524165 38.023988 -121.33776
"355" 11.50287513 16 20 3 0 0 0.026619237 38.039164 -121.338048
"356" 12.02275059 15 7 2 0 0 0.011236459 37.9901 -121.359976
"357" 11.7905572 19 9 4 0 0 0.059704998 38.01336 -121.292928
"358" 11.92171836 15 41 3 0 0 0.009843006 38.001824 -121.341872
"359" 11.87409031 15 16 3 0 0 0.000573334 37.978136 -121.344056
"360" 11.53272809 14 25 3 0 0 0.005627299 38.007556 -121.360576
"361" 12.56024446 24 18 3 0 1 0.012108789 38.00658 -121.367136
"362" 11.9823039 18 49 3 0 1 0.030814563 38.015508 -121.324624
"363" 12.25486281 21 22 4 0 0 0.02117982 37.99166 -121.325912
"364" 11.50287513 10 54 2 1 0 0.041167862 37.9783 -121.299496
"365" 12.30138283 22 19 3 0 0 0.01004006 38.0104 -121.366368
"366" 12.01370075 18 4 4 0 0 0.030141735 38.046144 -121.33692
"367" 11.58524613 13 16 3 1 0 0.036865319 37.968584 -121.300424
"368" 11.71095632 15 20 3 0 0 0.020144921 37.99502 -121.328288
"369" 11.35040654 10 47 3 1 1 0.015505378 37.978444 -121.326984
"370" 11.54151292 14 10 4 0 0 0.056028277 38.007468 -121.294632
"371" 11.28915672 12 49 2 1 0 0.007660093 37.961352 -121.328912
"372" 11.20504069 9 20 3 1 0 0.07802925 38.036068 -121.28192
"373" 11.40700924 9 49 2 1 0 0.015673705 37.972696 -121.324632
"374" 11.97665948 22 11 4 0 0 0.002980201 38.041772 -121.364304
"375" 11.91839057 23 10 5 1 1 0.003650373 38.04244 -121.36384
"376" 11.53272809 11 6 3 0 0 0.062378754 38.003564 -121.286368
"377" 11.39075783 11 43 3 0 0 0.013753612 38.001476 -121.33756
"378" 12.07254125 17 27 3 1 0 0.105908133 38.0423 -121.254472
"379" 11.45741276 12 51 3 1 0 0.009766895 37.972012 -121.330688
"380" 11.61457912 13 23 3 0 0 0.05072108 38.00522 -121.299456
"381" 12.52452638 25 6 4 0 0 0.013585768 37.97814 -121.357968
"382" 11.53272809 13 14 3 0 0 0.020729532 38.029552 -121.340712
"383" 11.28853113 9 45 2 0 0 0.015714261 38.001116 -121.335328
"384" 11.39639165 11 36 3 1 0 0.041867003 38.01576 -121.312904
"385" 11.30220443 10 46 3 0 0 0.037870456 37.983516 -121.304992
"386" 11.39075783 14 59 3 0 0 0.009176903 37.967252 -121.32952
"387" 12.10043431 23 32 4 0 0 0.020836853 38.023208 -121.3382
"388" 12.34800614 26 40 3 0 0 0.020608313 38.041848 -121.345488
"389" 11.69107165 17 43 4 0 0 0.040552075 38.002852 -121.309432
"390" 11.19821472 11 17 3 1 0 0.067685124 38.025816 -121.289104
"391" 11.49272276 11 72 2 0 0 0.015415575 37.961952 -121.320848
"392" 11.7977284 19 19 4 0 0 0.040588941 38.03702 -121.322304
"393" 11.30220443 9 19 3 0 0 0.076346216 38.031836 -121.28212
"394" 11.76679219 18 21 4 1 0 0.031532843 38.040976 -121.33348
"395" 11.66134547 14 20 3 1 0 0.020768329 37.995344 -121.327744
"396" 11.9511804 15 9 3 0 0 0.008392478 38.029032 -121.353704
"397" 10.94199592 8 81 3 0 0 0.04890048 37.979788 -121.291792
"398" 11.28915672 13 47 3 1 0 0.019116298 38.004876 -121.333112
"399" 11.90834024 22 9 3 0 0 0.060569948 37.997092 -121.285856
"400" 11.58988651 15 79 3 0 0 0.026889162 37.96384 -121.309296
"401" 11.48246626 10 3 3 0 0 0.068296186 38.007496 -121.281528
"402" 11.97665948 25 8 3 1 0 0.054547712 38.035332 -121.306744
"403" 11.31447453 12 49 3 0 1 0.007090759 37.96044 -121.329176
"404" 11.71586631 16 16 3 1 0 0.016257765 38.032716 -121.346688
"405" 11.61728548 15 22 3 1 0 0.038014264 38.036892 -121.325008
"406" 11.64395373 13 18 3 0 0 0.038018402 38.03756 -121.325256
"407" 11.4019939 12 73 2 0 0 0.019919036 37.958052 -121.31456
"408" 11.55214618 12 17 3 0 0 0.071180412 38.0161 -121.281696
"409" 11.59910316 14 24 3 0 0 0.010764376 38.02594 -121.35
"410" 11.7829526 14 5 3 0 0 0.016174032 38.056148 -121.355632
"411" 11.15625052 11 20 3 0 0 0.071538414 38.022596 -121.283768
