"Y" "X1" "X2" "X3" "X4" "X5" "X6" "Lat" "Longi"
"823" 11.72399644 16.78 10 3 1 1 0.064840661 38.014784 -121.287976
"824" 11.42954386 11.87 21 3 1 0 0.018878998 37.971136 -121.320616
"825" 12.25486281 21.27 50 2 0 0 0.027179846 37.96896 -121.31092
"826" 11.97665948 25.47 3 5 0 0 0.05203249 38.033488 -121.308736
"827" 11.32659589 10.4 17 3 0 0 0.074174339 38.03018 -121.283816
"828" 12.07823927 20.77 9 4 0 1 0.06409993 38.011884 -121.287672
"829" 11.40756495 12.3 74 2 0 1 0.041876245 37.97336 -121.296872
"830" 12.80765263 32.33 6 4 0 0 0.01286797 37.978604 -121.357376
"831" 11.90834024 14.52 37 3 0 1 0.00642207 38.003028 -121.345984
"832" 11.62625415 16.64 52 3 0 1 0.016234038 37.96558 -121.321344
"833" 12.41714362 21 19 3 0 1 0.013102339 37.989768 -121.333832
"834" 11.40700924 12.54 45 3 0 0 0.01190063 38.002564 -121.339952
"835" 12.4292162 22.33 61 3 0 0 0.031717207 37.972608 -121.307448
"836" 11.97665948 22.73 9 3 0 0 0.061758725 37.998592 -121.285152
"837" 11.72318639 14.34 46 3 0 0 0.010350403 37.964132 -121.349216
"838" 11.60823564 12.24 40 3 0 0 0.024729665 38.01938 -121.332592
"839" 11.28853113 13.21 45 3 1 0 0.007721272 37.976768 -121.334672
"840" 12.44114477 35.57 19 6 1 1 0.011655674 38.008624 -121.367424
"841" 11.58058411 16.42 31 3 0 0 0.045999218 38.02944 -121.313656
"842" 11.14186178 11.18 45 3 0 0 0.069649152 37.97654 -121.268384
"843" 11.96718074 16.77 46 3 0 1 0.028074179 38.01724 -121.328208
"844" 11.69524702 15.9 17 3 1 1 0.038463896 38.0399 -121.325664
"845" 11.6784399 13.18 24 3 0 0 0.005847563 37.965036 -121.344744
"846" 11.99843328 17 17 3 0 0 0.00275304 37.978956 -121.346696
"847" 11.45423647 13.14 49 3 1 1 0.029628717 38.021172 -121.328032
"848" 11.68687877 14.27 11 3 0 0 0.004098281 38.036996 -121.361304
"849" 11.77528973 19.89 22 4 1 1 0.006331406 38.0192 -121.352192
"850" 12.25486281 21.24 18 4 1 1 0.011320019 37.983752 -121.333464
"851" 11.32055357 11.07 48 2 0 1 0.01096143 37.976344 -121.331048
"852" 11.33857208 11.05 52 2 1 0 0.022243411 37.967528 -121.315656
"853" 11.33857208 13.54 75 2 1 1 0.027182812 37.959992 -121.307528
"854" 11.43496392 9.58 53 2 0 0 0.013671776 37.964852 -121.323808
"855" 11.67419361 11.18 49 3 0 0 0.028609096 38.010412 -121.325056
"856" 11.73566894 16.95 20 3 0 0 0.035912118 38.040112 -121.328472
"857" 11.45105006 12.49 21 3 0 0 0.072856618 38.0237 -121.282776
"858" 11.7745202 16.45 9 4 1 0 0.076179854 38.027724 -121.280744
"859" 11.32659589 9.39 48 2 0 0 0.021078361 38.00452 -121.33088
"860" 11.56171563 11.96 28 4 0 0 0.035420551 38.0264 -121.323816
"861" 12.23076526 21.23 20 4 0 0 0.008191768 37.982312 -121.336264
"862" 11.96400108 16.16 52 3 1 1 0.02729003 37.974268 -121.312808
"863" 12.15477935 22.62 9 4 0 0 0.000914645 38.033908 -121.365496
"864" 11.99843328 17.58 51 2 1 0 0.028723763 38.01044 -121.324944
"865" 12.09514108 25.33 1 4 0 0 0.023984623 38.053072 -121.34612
"866" 11.47210347 12.79 77 2 0 0 0.025752011 37.95876 -121.308592
"867" 11.56171563 15.48 14 3 0 1 0.020553997 38.030368 -121.341208
"868" 11.95440101 17.96 5 4 0 0 0.001452769 38.036768 -121.367152
"869" 11.40756495 14.22 20 2 0 1 0.059736449 38.02486 -121.29724
"870" 11.72803684 15.38 16 4 0 1 0.019433089 38.02906 -121.341912
"871" 11.28978191 9.6 16 3 0 1 0.049264586 37.996188 -121.2976
"872" 11.450518 10.64 0 3 1 1 0.079082323 37.98286 -121.260688
"873" 11.28978191 9.6 16 3 0 1 0.049245963 37.99622 -121.297632
"874" 11.56646623 13.5 34 3 0 0 0.047006183 38.015712 -121.307392
"875" 11.26446411 9.6 70 2 0 0 0.065134484 37.973676 -121.272128
"876" 11.92503512 20 9 4 1 0 0.061488628 38.010488 -121.289936
"877" 11.76368418 13.92 36 3 1 1 0.002484909 38.002092 -121.355152
"878" 11.2245765 9.86 71 2 1 0 0.046004184 37.978856 -121.294536
"879" 11.54248427 10.42 6 3 0 1 0.053080942 38.030992 -121.306672
"880" 11.83500896 14.65 3 3 0 0 0.030195465 38.046296 -121.33692
"881" 11.34805082 14.16 75 2 0 1 0.028570264 37.956592 -121.30476
"882" 11.8277362 17.3 21 3 0 0 0.037965466 38.029196 -121.322152
"883" 11.74403719 16.44 19 3 0 0 0.037495349 38.042368 -121.327632
"884" 11.39075783 11.55 20 3 0 0 0.074948659 38.033916 -121.2844
"885" 11.35040654 11.88 43 3 1 1 0.045308527 38.009872 -121.307
"886" 11.27720313 11.18 76 2 1 0 0.030548915 37.956664 -121.302672
"887" 11.22524339 10.64 42 3 0 1 0.00781535 37.96412 -121.329792
"888" 11.16336799 11.23 59 2 0 1 0.059288576 37.974244 -121.278592
"889" 11.55214618 12.66 74 2 0 0 0.036895081 37.970256 -121.301024
"890" 11.91839057 18.85 9 4 0 0 0.061379997 38.016172 -121.2922
"891" 11.66992921 16.87 22 3 1 0 0.004337719 38.027088 -121.357304
"892" 11.3707857 12.28 21 3 0 1 0.074016184 38.035364 -121.285944
"893" 11.27720313 11.2 21 3 0 1 0.07095532 38.029076 -121.28684
"894" 11.15625052 10.49 56 2 0 0 0.075349597 37.969548 -121.259648
"895" 11.84904049 21.84 21 4 0 1 0.032585433 38.03828 -121.331336
"896" 12.60115066 29.04 2 4 0 1 0.023742012 37.976168 -121.36808
"897" 11.68687877 18.22 41 3 1 0 0.018116231 38.019428 -121.33968
"898" 11.56171563 11.53 58 2 0 1 0.033965264 37.970944 -121.304416
"899" 12.02574909 17.45 44 3 1 1 0.014721401 38.004976 -121.337848
"900" 11.1844214 11.62 81 2 1 0 0.045874929 37.980184 -121.295176
"901" 11.84222921 14.93 3 3 0 1 0.005354064 37.990228 -121.353736
"902" 11.10495723 7 73 2 0 1 0.061429346 37.97234 -121.275584
"903" 11.7977284 18.77 17 3 0 0 0.041427682 38.040536 -121.322736
"904" 11.99535161 14.52 39 3 0 1 0.0080651 38.000224 -121.343168
"905" 11.29694371 11.12 37 3 1 0 0.041646256 38.01594 -121.313208
"906" 12.15477935 25.54 17 4 1 1 0.0147114 37.983904 -121.329896
"907" 11.81303006 15.52 12 3 0 0 0.015034847 38.0333 -121.348216
"908" 11.91839057 18.76 45 3 0 0 0.025453291 38.025132 -121.333992
"909" 11.47729829 12.7 51 2 0 1 0.020544306 37.970872 -121.318736
"910" 11.53761808 17.46 32 4 1 0 0.046724361 38.018048 -121.308576
"911" 12.32607544 25.64 44 3 0 0 0.022261447 37.963928 -121.361872
"912" 11.91839057 17.66 4 3 1 0 0.013588458 38.056836 -121.358656
"913" 11.6784399 15.33 10 3 0 1 0.063589395 38.007624 -121.286608
"914" 11.65268741 19.01 33 4 0 0 0.047981869 38.014852 -121.306024
"915" 11.97571564 26.27 23 5 0 0 0.005998337 38.011716 -121.34972
"916" 11.89818787 14.28 6 3 0 1 0.014269458 38.0551 -121.357272
"917" 12.31268238 21.58 27 4 0 1 0.00701151 37.997924 -121.358416
"918" 11.8913619 21.34 21 4 0 0 0.037954154 38.029164 -121.322152
"919" 11.77528973 19.84 19 4 1 1 0.00572762 38.032756 -121.35796
"920" 11.77528973 20.41 74 5 0 1 0.041373504 37.973208 -121.297352
"921" 12.5776362 28.19 16 4 0 0 0.011077753 37.996256 -121.338448
"922" 11.70064907 14.47 26 3 1 0 0.020538961 38.027912 -121.340296
"923" 11.62401951 16.88 11 3 0 1 0.071145788 38.026164 -121.285536
"924" 11.30220443 11.43 18 3 1 0 0.076590689 38.03022 -121.281248
"925" 11.31447453 10.12 49 4 1 0 0.015630114 37.977696 -121.326568
"926" 12.07254125 22.1 14 4 0 1 0.020110641 38.038196 -121.34464
"927" 11.68687877 15.02 3 4 0 1 0.06963822 38.007376 -121.280048
"928" 11.65268741 15.52 22 3 0 0 0.031139872 38.036604 -121.332248
"929" 12.20607265 17 17 3 0 1 0.009849179 37.995956 -121.339648
"930" 11.49272276 14.9 24 3 1 1 0.006069586 38.028092 -121.355832
"931" 10.858999 7.18 51 1 1 1 0.044177239 37.973984 -121.294648
"932" 11.84222921 16.9 3 4 0 1 0.068138618 38.007516 -121.281704
"933" 12.04941884 19.9 33 3 0 1 0.021301384 38.015948 -121.33496
"934" 11.58524613 14.52 25 3 1 1 0.014677741 38.026616 -121.346072
"935" 11.69940503 15.18 9 3 0 1 0.014462719 38.03274 -121.348616
"936" 11.5228758 13.51 48 3 0 1 0.004492218 37.965864 -121.343608
"937" 11.14475614 8.32 50 2 1 1 0.02387944 37.965424 -121.313112
"938" 11.9511804 17.41 40 3 0 0 0.024245685 38.011088 -121.329976
"939" 11.84222921 18.9 9 4 0 0 0.064594222 38.012372 -121.287328
"940" 11.9511804 14.79 52 3 0 0 0.027676518 37.969984 -121.310776
"941" 12.25486281 20.54 17 4 0 1 0.00308935 37.97756 -121.346528
"942" 11.9316358 25.72 19 4 0 0 0.006004096 38.032776 -121.357672
"943" 11.87756858 21.16 11 4 1 1 0.015102888 38.033556 -121.34824
"944" 12.09514108 23.23 68 4 0 1 0.020785503 37.964568 -121.316096
"945" 11.83500896 15.83 9 3 0 1 0.012119894 38.031172 -121.350528
"946" 11.90496755 13.46 77 2 0 1 0.037102723 37.973024 -121.301848
"947" 11.56171563 15.05 25 3 0 0 0.049987453 38.0244 -121.307488
"948" 12.40901349 26.06 31 4 0 0 0.011392509 38.013956 -121.3448
"949" 11.87059991 17.58 23 3 0 1 0.006973713 38.01456 -121.349752
"950" 11.38509209 11.65 44 4 1 1 0.015933594 37.9801 -121.327152
"951" 11.21182037 11.8 59 2 1 1 0.044852308 37.980636 -121.29644
"952" 11.54829261 16.82 30 4 0 1 0.04780085 38.028736 -121.311464
"953" 11.41696507 10.64 0 3 1 1 0.077134331 37.974724 -121.259696
"954" 11.33857208 9.6 20 3 0 1 0.074779262 38.033712 -121.284504
"955" 11.66992921 17.58 21 3 0 0 0.052265927 37.997396 -121.294848
"956" 11.4019939 11.58 22 3 0 0 0.065644501 38.02288 -121.290176
"957" 11.84868316 22 22 4 0 1 0.03835961 38.030184 -121.322104
"958" 11.73606902 12.57 23 3 0 1 0.004726931 37.990484 -121.343056
"959" 11.97035031 22.26 20 4 0 1 0.021042599 38.037424 -121.343352
